item;alias;description;sessionuid;road;stretchs;pk;sentido
343;LQ-MAG-CSV-1;LQ-MAG-CSV-1;LQ-MAG-CSV-1;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
344;LQ-INT-CSV-1;LQ-INT-CSV-1;LQ-INT-CSV-1;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
345;LQ-MAGDIF-RCAL-CV1;LQ-MAGDIF-RCAL-CV1;LQ-MAGDIF-RCAL-CV1;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
346;LQ-MAG-CSEDBT;LQ-MAG-CSEDBT;LQ-MAG-CSEDBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
347;LQ-MAG-A1-CGBT;LQ-MAG-A1-CGBT;LQ-MAG-A1-CGBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
348;LQ-MAG-E1-CGBT;LQ-MAG-E1-CGBT;LQ-MAG-E1-CGBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
349;LQ-MAG-F1-CGBT;LQ-MAG-F1-CGBT;LQ-MAG-F1-CGBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
350;LQ-MAG-F2-CGBT;LQ-MAG-F2-CGBT;LQ-MAG-F2-CGBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
353;LQ-EKOR-RPG-UCT;LQ-EKOR-RPG-UCT;LQ-EKOR-RPG-UCT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
354;LQ-MAG-CGBT-MT;LQ-MAG-CGBT-MT;LQ-MAG-CGBT-MT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
357;LQ-MAG-CSSAI;I.Autom.IV, In=400 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-CSSAI;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
358;LQ-CIR-CSSAI;I.Autom.IV, In=400 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-CIR-CSSAI;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
359;LQ-MAG-CS-ITS1;I.Autom.IV, In=40 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-CS-ITS1;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
360;LQ-MAG-CSG-GAL;I.Autom.IV, In=40 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-CSG-GAL;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
362;LQ-MAG-CS-EDIF-ITS;I.MAG.II, 16A, I.DIF.II, 25A 30mA, AC;LQ-MAG-CS-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
363;LQ-MAG-A1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-A1-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
364;LQ-MAG-E1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-E1-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
365;LQ-MAG-F1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-F1-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
366;LQ-MAG-F2-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;LQ-MAG-F2-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
367;LQ-INT-GEN-EDIF-PCI;LQ-INT-GEN-EDIF-PCI;LQ-INT-GEN-EDIF-PCI;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
368;LQ-MAG-ITS1;LQ-MAG-ITS1;LQ-MAG-ITS1;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
369;LQ-INT-ITS1;LQ-INT-ITS1;LQ-INT-ITS1;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
370;LQ-MAGDIF-BF10;LQ-MAGDIF-BF10;LQ-MAGDIF-BF10;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
371;LQ-MAGDIF-BF11;LQ-MAGDIF-BF11;LQ-MAGDIF-BF11;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
372;LQ-MAGDIF-BF13-2;LQ-MAGDIF-BF13-2;LQ-MAGDIF-BF13-2;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
373;LQ-MAGDIF-BF13-3;LQ-MAGDIF-BF13-3;LQ-MAGDIF-BF13-3;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
374;LQ-MAGDIF-BF13-4;LQ-MAGDIF-BF13-4;LQ-MAGDIF-BF13-4;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
375;LQ-MAGDIF-BF13-5;LQ-MAGDIF-BF13-5;LQ-MAGDIF-BF13-5;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
376;LQ-MAGDIF-BF13-6;LQ-MAGDIF-BF13-6;LQ-MAGDIF-BF13-6;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
377;LQ-MAGDIF-BF13-7;LQ-MAGDIF-BF13-7;LQ-MAGDIF-BF13-7;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
380;LQ-MAGDIF-BF13-1;LQ-MAGDIF-BF13-1;LQ-MAGDIF-BF13-1;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
381;LQ-MAGDIF-BF14-2;LQ-MAGDIF-BF14-2;LQ-MAGDIF-BF14-2;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
382;LQ-MAGDIF-BF14-3;LQ-MAGDIF-BF14-3;LQ-MAGDIF-BF14-3;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
383;LQ-MAGDIF-BF14-4;LQ-MAGDIF-BF14-4;LQ-MAGDIF-BF14-4;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
384;LQ-MAGDIF-BF14-5;LQ-MAGDIF-BF14-5;LQ-MAGDIF-BF14-5;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
385;LQ-MAGDIF-BF15;LQ-MAGDIF-BF15;LQ-MAGDIF-BF15;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
388;LQ-MAGDIF-BF16;LQ-MAGDIF-BF16;LQ-MAGDIF-BF16;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
389;LQ-MAGDIF-DET1-LAZO;LQ-MAGDIF-DET1-LAZO;LQ-MAGDIF-DET1-LAZO;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
390;LQ-MAGDIF-METEO;LQ-MAGDIF-METEO;LQ-MAGDIF-METEO;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
391;LQ-MAGDIF-BF20;LQ-MAGDIF-BF20;LQ-MAGDIF-BF20;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
392;LQ-MAGDIF-BF21;LQ-MAGDIF-BF21;LQ-MAGDIF-BF21;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
393;LQ-MAGDIF-BF22;LQ-MAGDIF-BF22;LQ-MAGDIF-BF22;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
394;LQ-MAGDIF-BF23;LQ-MAGDIF-BF23;LQ-MAGDIF-BF23;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
395;LQ-MAGDIF-BF25;LQ-MAGDIF-BF25;LQ-MAGDIF-BF25;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
396;LQ-MAGDIF-BF26;LQ-MAGDIF-BF26;LQ-MAGDIF-BF26;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
397;LQ-MAGDIF-BF27;LQ-MAGDIF-BF27;LQ-MAGDIF-BF27;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
398;LQ-MAGDIF-BF28;LQ-MAGDIF-BF28;LQ-MAGDIF-BF28;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
399;LQ-MAGDIF-BF29;LQ-MAGDIF-BF29;LQ-MAGDIF-BF29;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
400;LQ-MAGDIF-BF30;LQ-MAGDIF-BF30;LQ-MAGDIF-BF30;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
401;LQ-MAGDIF-BF34;LQ-MAGDIF-BF34;LQ-MAGDIF-BF34;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
403;LQ-VENT-INT-VF2-MA;LQ-VENT-INT-VF2-MA;LQ-VENT-INT-VF2-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
404;RV-EKOR-RPG-UCT;RV-EKOR-RPG-UCT;RV-EKOR-RPG-UCT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
405;CH-INT-CSA-RED;CH-INT-CSA-RED;CH-INT-CSA-RED;AP7 - AUSOL I;CH-TUNEL;13+825;CA
406;CH-MAGDIF-MAN-CSA-RED;CH-MAGDIF-MAN-CSA-RED;CH-MAGDIF-MAN-CSA-RED;AP7 - AUSOL I;CH-TUNEL;13+825;CA
407;CH-MAGDIF-A3-SC;CH-MAGDIF-A3-SC;CH-MAGDIF-A3-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
408;CH-MAGDIF-A5-SC;CH-MAGDIF-A5-SC;CH-MAGDIF-A5-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
409;CH-MAGDIF-A7-SC;CH-MAGDIF-A7-SC;CH-MAGDIF-A7-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
410;CH-MAGDIF-A4-SC;CH-MAGDIF-A4-SC;CH-MAGDIF-A4-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
411;CH-MAGDIF-A6-SC;CH-MAGDIF-A6-SC;CH-MAGDIF-A6-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
412;CH-MAGDIF-A8-SC;CH-MAGDIF-A8-SC;CH-MAGDIF-A8-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
413;CH-MAGDIF-A14-SM;CH-MAGDIF-A14-SM;CH-MAGDIF-A14-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
414;CH-MAGDIF-A16-SM;CH-MAGDIF-A16-SM;CH-MAGDIF-A16-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
415;CH-MAGDIF-A18-SM;CH-MAGDIF-A18-SM;CH-MAGDIF-A18-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
416;CH-MAGDIF-A11-SM;CH-MAGDIF-A11-SM;CH-MAGDIF-A11-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
417;CH-MAGDIF-A13-SM;CH-MAGDIF-A13-SM;CH-MAGDIF-A13-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
418;CH-MAGDIF-A15-SM;CH-MAGDIF-A15-SM;CH-MAGDIF-A15-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
419;CH-INT-CSA-SAI;CH-INT-CSA-SAI;CH-INT-CSA-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
420;CH-MAGDIF-MAN-CSA-SAI;CH-MAGDIF-MAN-CSA-SAI;CH-MAGDIF-MAN-CSA-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
421;CH-MAGDIF-AA1-SM;CH-MAGDIF-AA1-SM;CH-MAGDIF-AA1-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
422;CH-MAGDIF-AA2-SM;CH-MAGDIF-AA2-SM;CH-MAGDIF-AA2-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
423;CH-MAGDIF-AA12-SC;CH-MAGDIF-AA12-SC;CH-MAGDIF-AA12-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
424;CH-MAGDIF-AA9-SC;CH-MAGDIF-AA9-SC;CH-MAGDIF-AA9-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
425;CH-MAGDIF-AE10-SC;CH-MAGDIF-AE10-SC;CH-MAGDIF-AE10-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
426;CH-MAGDIF-AE17-SM;CH-MAGDIF-AE17-SM;CH-MAGDIF-AE17-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
429;CH-MAGDIF-A19-SC;CH-MAGDIF-A19-SC;CH-MAGDIF-A19-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
430;CH-MAGDIF-A20-SC;CH-MAGDIF-A20-SC;CH-MAGDIF-A20-SC;AP7 - AUSOL I;CH-TUNEL;13+825;CA
431;CH-MAGDIF-A21-SM;CH-MAGDIF-A21-SM;CH-MAGDIF-A21-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
432;CH-MAGDIF-A22-SM;CH-MAGDIF-A22-SM;CH-MAGDIF-A22-SM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
433;CH-INT-CGBT;CH-INT-CGBT;CH-INT-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
434;CH-INT-CSA-RED-CGBT;CH-INT-CSA-RED-CGBT;CH-INT-CSA-RED-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
435;CH-MAGDIF-SER-AUX-GE-CGBT;CH-MAGDIF-SER-AUX-GE-CGBT;CH-MAGDIF-SER-AUX-GE-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
436;CH-INT-CS-SAI-CGBT;CH-INT-CS-SAI-CGBT;CH-INT-CS-SAI-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
437;CH-INT-CSV-SM-CGBT;CH-INT-CSV-SM-CGBT;CH-INT-CSV-SM-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
438;CH-INT-CSV-SC-CGBT;CH-INT-CSV-SC-CGBT;CH-INT-CSV-SC-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
439;CH-INT-CS-PCI-CGBT;CH-INT-CS-PCI-CGBT;CH-INT-CS-PCI-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
440;CH-INT-BAT-COND-CGBT;CH-INT-BAT-COND-CGBT;CH-INT-BAT-COND-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
441;CH-MAGDIF-CS-BT-CGBT;CH-MAGDIF-CS-BT-CGBT;CH-MAGDIF-CS-BT-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
443;CH-INT-CS-ITS1;CH-INT-CS-ITS1;CH-INT-CS-ITS1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
444;CH-MAGDIF-MAN-CS-ITS1;CH-MAGDIF-MAN-CS-ITS1;CH-MAGDIF-MAN-CS-ITS1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
445;CH-MAGDIF-BF10;CH-MAGDIF-BF10;CH-MAGDIF-BF10;AP7 - AUSOL I;CH-TUNEL;13+825;CA
446;CH-MAGDIF-BF11;CH-MAGDIF-BF11;CH-MAGDIF-BF11;AP7 - AUSOL I;CH-TUNEL;13+825;CA
447;CH-MAGDIF-BF13.1;CH-MAGDIF-BF13.1;CH-MAGDIF-BF13.1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
448;CH-MAGDIF-BF13.2;CH-MAGDIF-BF13.2;CH-MAGDIF-BF13.2;AP7 - AUSOL I;CH-TUNEL;13+825;CA
449;CH-MAGDIF-BF13.3;CH-MAGDIF-BF13.3;CH-MAGDIF-BF13.3;AP7 - AUSOL I;CH-TUNEL;13+825;CA
450;CH-MAGDIF-BF14.1;CH-MAGDIF-BF14.1;CH-MAGDIF-BF14.1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
451;CH-MAGDIF-BF14.2;CH-MAGDIF-BF14.2;CH-MAGDIF-BF14.2;AP7 - AUSOL I;CH-TUNEL;13+825;CA
452;CH-MAGDIF-BF14.3;CH-MAGDIF-BF14.3;CH-MAGDIF-BF14.3;AP7 - AUSOL I;CH-TUNEL;13+825;CA
453;CH-MAGDIF-BF15;CH-MAGDIF-BF15;CH-MAGDIF-BF15;AP7 - AUSOL I;CH-TUNEL;13+825;CA
454;CH-MAGDIF-METEO;CH-MAGDIF-METEO;CH-MAGDIF-METEO;AP7 - AUSOL I;CH-TUNEL;13+825;CA
455;CH-MAGDIF-BF19;CH-MAGDIF-BF19;CH-MAGDIF-BF19;AP7 - AUSOL I;CH-TUNEL;13+825;CA
456;CH-MAGDIF-BF20;CH-MAGDIF-BF20;CH-MAGDIF-BF20;AP7 - AUSOL I;CH-TUNEL;13+825;CA
457;CH-MAGDIF-BF21;CH-MAGDIF-BF21;CH-MAGDIF-BF21;AP7 - AUSOL I;CH-TUNEL;13+825;CA
458;CH-MAGDIF-BF22;CH-MAGDIF-BF22;CH-MAGDIF-BF22;AP7 - AUSOL I;CH-TUNEL;13+825;CA
459;CH-MAGDIF-BF23;CH-MAGDIF-BF23;CH-MAGDIF-BF23;AP7 - AUSOL I;CH-TUNEL;13+825;CA
460;CH-MAGDIF-BF24;CH-MAGDIF-BF24;CH-MAGDIF-BF24;AP7 - AUSOL I;CH-TUNEL;13+825;CA
461;CH-MAGDIF-OP-MOVISTAR;CH-MAGDIF-OP-MOVISTAR;CH-MAGDIF-OP-MOVISTAR;AP7 - AUSOL I;CH-TUNEL;13+825;CA
462;CH-MAGDIF-BF26;CH-MAGDIF-BF26;CH-MAGDIF-BF26;AP7 - AUSOL I;CH-TUNEL;13+825;CA
466;CH-MAGDIF-DET1-LAZO;CH-MAGDIF-DET1-LAZO;CH-MAGDIF-DET1-LAZO;AP7 - AUSOL I;CH-TUNEL;13+825;CA
467;CH-INT-CS-ITS2;CH-INT-CS-ITS2;CH-INT-CS-ITS2;AP7 - AUSOL I;CH-TUNEL;13+825;CA
468;CH-MAGDIF-MAN-CS-ITS2;CH-MAGDIF-MAN-CS-ITS2;CH-MAGDIF-MAN-CS-ITS2;AP7 - AUSOL I;CH-TUNEL;13+825;CA
469;CH-MAGDIF-BF27-SEM;CH-MAGDIF-BF27-SEM;CH-MAGDIF-BF27-SEM;AP7 - AUSOL I;CH-TUNEL;13+825;CA
470;CH-MAGDIF-BF28;CH-MAGDIF-BF28;CH-MAGDIF-BF28;AP7 - AUSOL I;CH-TUNEL;13+825;CA
471;CH-MAGDIF-BF29;CH-MAGDIF-BF29;CH-MAGDIF-BF29;AP7 - AUSOL I;CH-TUNEL;13+825;CA
472;CH-MAGDIF-BF30;CH-MAGDIF-BF30;CH-MAGDIF-BF30;AP7 - AUSOL I;CH-TUNEL;13+825;CA
473;CH-MAGDIF-BF34;CH-MAGDIF-BF34;CH-MAGDIF-BF34;AP7 - AUSOL I;CH-TUNEL;13+825;CA
474;CH-MAGDIF-BF32;CH-MAGDIF-BF32;CH-MAGDIF-BF32;AP7 - AUSOL I;CH-TUNEL;13+825;CA
475;CH-INT-CS-SAI;CH-INT-CS-SAI;CH-INT-CS-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
476;CH-MAGDIF-CSA-SAI-CS-SAI;CH-MAGDIF-CSA-SAI-CS-SAI;CH-MAGDIF-CSA-SAI-CS-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
477;CH-MAGDIF-CS-ITS1-SAI;CH-MAGDIF-CS-ITS1-SAI;CH-MAGDIF-CS-ITS1-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
478;CH-MAGDIF-CS-ITS2-SAI;CH-MAGDIF-CS-ITS2-SAI;CH-MAGDIF-CS-ITS2-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
479;CH-MAGDIF-CSG-GAL-SAI;CH-MAGDIF-CSG-GAL-SAI;CH-MAGDIF-CSG-GAL-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
480;CH-MAGDIF-CS-ITS-SAI;CH-MAGDIF-CS-ITS-SAI;CH-MAGDIF-CS-ITS-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
481;CH-MAGDIF-CS-PCI-SAI;CH-MAGDIF-CS-PCI-SAI;CH-MAGDIF-CS-PCI-SAI;AP7 - AUSOL I;CH-TUNEL;13+825;CA
482;CH-MAGDIF-CS-BT;CH-MAGDIF-CS-BT;CH-MAGDIF-CS-BT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
483;CH-MAG-A1-BT;CH-MAG-A1-BT;CH-MAG-A1-BT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
484;CH-MAG-E1-BT;CH-MAG-E1-BT;CH-MAG-E1-BT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
485;CH-MAG-F1-BT;CH-MAG-F1-BT;CH-MAG-F1-BT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
486;CH-MAG-F2-BT;CH-MAG-F2-BT;CH-MAG-F2-BT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
487;CH-INT-CSV-CA;CH-INT-CSV-CA;CH-INT-CSV-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
488;CH-MAGDIF-MAN-CSV-CA;CH-MAGDIF-MAN-CSV-CA;CH-MAGDIF-MAN-CSV-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
489;CH-VENT-MAGDIF-VF1-CA;CH-VENT-MAGDIF-VF1-CA;CH-VENT-MAGDIF-VF1-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
490;CH-VENT-MAGDIF-VF2-CA;CH-VENT-MAGDIF-VF2-CA;CH-VENT-MAGDIF-VF2-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
491;CH-VENT-MAGDIF-VF3-CA;CH-VENT-MAGDIF-VF3-CA;CH-VENT-MAGDIF-VF3-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
492;CH-VENT-MAGDIF-VF4-CA;CH-VENT-MAGDIF-VF4-CA;CH-VENT-MAGDIF-VF4-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
493;CH-VENT-MAGDIF-VF5-CA;CH-VENT-MAGDIF-VF5-CA;CH-VENT-MAGDIF-VF5-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
494;CH-VENT-MAGDIF-VF6-CA;CH-VENT-MAGDIF-VF6-CA;CH-VENT-MAGDIF-VF6-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
495;CH-VENT-MAGDIF-VF7-CA;CH-VENT-MAGDIF-VF7-CA;CH-VENT-MAGDIF-VF7-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
496;CH-VENT-MAGDIF-VF8-CA;CH-VENT-MAGDIF-VF8-CA;CH-VENT-MAGDIF-VF8-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
497;CH-MAGDIF-RCAL-CV1-CA;CH-MAGDIF-RCAL-CV1-CA;CH-MAGDIF-RCAL-CV1-CA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
498;CH-INT-CSV-MA;CH-INT-CSV-MA;CH-INT-CSV-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
499;CH-MAGDIF-MAN-CSV-MA;CH-MAGDIF-MAN-CSV-MA;CH-MAGDIF-MAN-CSV-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
500;CH-VENT-MAGDIF-VF1-MA;CH-VENT-MAGDIF-VF1-MA;CH-VENT-MAGDIF-VF1-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
501;CH-VENT-MAGDIF-VF2-MA;CH-VENT-MAGDIF-VF2-MA;CH-VENT-MAGDIF-VF2-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
502;CH-VENT-MAGDIF-VF3-MA;CH-VENT-MAGDIF-VF3-MA;CH-VENT-MAGDIF-VF3-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
503;CH-VENT-MAGDIF-VF4-MA;CH-VENT-MAGDIF-VF4-MA;CH-VENT-MAGDIF-VF4-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
504;CH-VENT-MAGDIF-VF5-MA;CH-VENT-MAGDIF-VF5-MA;CH-VENT-MAGDIF-VF5-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
505;CH-VENT-MAGDIF-VF6-MA;CH-VENT-MAGDIF-VF6-MA;CH-VENT-MAGDIF-VF6-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
506;CH-VENT-MAGDIF-VF7-MA;CH-VENT-MAGDIF-VF7-MA;CH-VENT-MAGDIF-VF7-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
507;CH-VENT-MAGDIF-VF8-MA;CH-VENT-MAGDIF-VF8-MA;CH-VENT-MAGDIF-VF8-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
508;CH-MAGDIF-RCAL-CV1-MA;CH-MAGDIF-RCAL-CV1-MA;CH-MAGDIF-RCAL-CV1-MA;AP7 - AUSOL I;CH-TUNEL;13+825;CA
509;CH-INT-CSG-GAL;CH-INT-CSG-GAL;CH-INT-CSG-GAL;AP7 - AUSOL I;CH-TUNEL;13+825;CA
511;CH-MAGDIF-GA1;CH-MAGDIF-GA1;CH-MAGDIF-GA1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
512;CH-MAGDIF-GA2;CH-MAGDIF-GA2;CH-MAGDIF-GA2;AP7 - AUSOL I;CH-TUNEL;13+825;CA
513;CH-MAGDIF-GE1;CH-MAGDIF-GE1;CH-MAGDIF-GE1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
514;CH-MAGDIF-GF6;CH-MAGDIF-GF6;CH-MAGDIF-GF6;AP7 - AUSOL I;CH-TUNEL;13+825;CA
515;CH-MAGDIF-GF9;CH-MAGDIF-GF9;CH-MAGDIF-GF9;AP7 - AUSOL I;CH-TUNEL;13+825;CA
516;CH-MAGDIF-CIRC-PRES;CH-MAGDIF-CIRC-PRES;CH-MAGDIF-CIRC-PRES;AP7 - AUSOL I;CH-TUNEL;13+825;CA
517;CH-MAGDIF-CS-ITS;CH-MAGDIF-CS-ITS;CH-MAGDIF-CS-ITS;AP7 - AUSOL I;CH-TUNEL;13+825;CA
518;CH-MAG-A1-ITS;CH-MAG-A1-ITS;CH-MAG-A1-ITS;AP7 - AUSOL I;CH-TUNEL;13+825;CA
519;CH-MAG-E1-ITS;CH-MAG-E1-ITS;CH-MAG-E1-ITS;AP7 - AUSOL I;CH-TUNEL;13+825;CA
520;CH-MAG-F1-ITS;CH-MAG-F1-ITS;CH-MAG-F1-ITS;AP7 - AUSOL I;CH-TUNEL;13+825;CA
521;CH-MAG-F2-ITS;CH-MAG-F2-ITS;CH-MAG-F2-ITS;AP7 - AUSOL I;CH-TUNEL;13+825;CA
526;CH-INT-CGBT-MT;CH-INT-CGBT-MT;CH-INT-CGBT-MT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
528;CAS-MAGDIF-MAN-CSA-SAI-B;CAS-MAGDIF-MAN-CSA-SAI-B;CAS-MAGDIF-MAN-CSA-SAI-B;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
529;CAS-MAGDIF-AA1-SC;CAS-MAGDIF-AA1-SC;CAS-MAGDIF-AA1-SC;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
530;CAS-MAGDIF-AA2-SC;CAS-MAGDIF-AA2-SC;CAS-MAGDIF-AA2-SC;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
531;CAS-MAGDIF-AA10-SM;CAS-MAGDIF-AA10-SM;CAS-MAGDIF-AA10-SM;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
532;CAS-MAGDIF-AA11-SM;CAS-MAGDIF-AA11-SM;CAS-MAGDIF-AA11-SM;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
